Response ID,Time Started,Date Submitted,Status,Language,Referer,Country,What is the primary nonprofit you are associated with?,Which of the following best describes your role within that organization?,Gallery:My organization is a,Library:My organization is a,Archive:My organization is a,Museum:My organization is a,Other - Write In:My organization is a,Other - Write In:My organization is a,Which of the following best describes your organization’s structure?,Does your organization manage a public digital archive?,What is the primary purpose of your digital archive?,Other - Write In:What is the primary purpose of your digital archive?,"Concerns about AI, content manipulation, and verifying content provenance:What challenges does your organization face with digital archive access?",Data modification concerns (inability to update archived data):What challenges does your organization face with digital archive access?,Lack of technical expertise:What challenges does your organization face with digital archive access?,Difficult-to-use tools:What challenges does your organization face with digital archive access?,Data loss or backup challenges:What challenges does your organization face with digital archive access?,High storage costs:What challenges does your organization face with digital archive access?,Privacy and anonymity concerns:What challenges does your organization face with digital archive access?,Worries about loss of control/ownership using big tech providers:What challenges does your organization face with digital archive access?,Collections management:What challenges does your organization face with digital archive access?,Other - Write In:What challenges does your organization face with digital archive access?,Other - Write In:What challenges does your organization face with digital archive access?,"Are you familiar with decentralized storage solutions like Filecoin, IPFS, or LOCKSS?",Does your organization currently use decentralized storage for your digital archive?,"Lack of understanding of the technology:If not, what are the main reasons your organization hasn’t adopted decentralized storage?","Concerns over data security:If not, what are the main reasons your organization hasn’t adopted decentralized storage?","Cost concerns:If not, what are the main reasons your organization hasn’t adopted decentralized storage?","Integration complexity with existing systems:If not, what are the main reasons your organization hasn’t adopted decentralized storage?","We don’t see the need for it:If not, what are the main reasons your organization hasn’t adopted decentralized storage?","Other - Write In:If not, what are the main reasons your organization hasn’t adopted decentralized storage?","Other - Write In:If not, what are the main reasons your organization hasn’t adopted decentralized storage?",Enhanced data security and privacy:What would you consider the primary benefits of using decentralized storage for your digital archive?,Greater accessibility and redundancy:What would you consider the primary benefits of using decentralized storage for your digital archive?,Reduced dependency on large tech companies:What would you consider the primary benefits of using decentralized storage for your digital archive?,Lower costs over time:What would you consider the primary benefits of using decentralized storage for your digital archive?,Innovating within the field of digital archiving:What would you consider the primary benefits of using decentralized storage for your digital archive?,Other - Write In:What would you consider the primary benefits of using decentralized storage for your digital archive?,Other - Write In:What would you consider the primary benefits of using decentralized storage for your digital archive?,Enhanced data security and privacy:What do you perceive as the primary risks or challenges of using decentralized storage?,Greater accessibility and redundancy:What do you perceive as the primary risks or challenges of using decentralized storage?,Reduced dependency on large tech companies:What do you perceive as the primary risks or challenges of using decentralized storage?,Lower costs over time:What do you perceive as the primary risks or challenges of using decentralized storage?,Innovating within the field of digital archiving:What do you perceive as the primary risks or challenges of using decentralized storage?,Other - Write In:What do you perceive as the primary risks or challenges of using decentralized storage?,Other - Write In:What do you perceive as the primary risks or challenges of using decentralized storage?,Would your organization be interested in exploring the use of decentralized storage with support from TechSoup and partners like Gray Area and Filecoin Foundation for the Decentralized Web?,Would your organization consider joining a private cohort aimed at supporting your organization in adopting decentralized storage technologies?,Would you be open to being notified about future trainings or workshops on decentralized storage solutions for GLAM organizations in civil society?,May we follow up with additional questions about your digital archive or your interest in decentralized technologies?,"If you align your activities with the United Nation’s Sustainable Development Goals (SDGs), please indicate which from the following list is your primary focus.","(Optional) If you align your activities with the United Nation’s Sustainable Development Goals (SDGs), please indicate which from the following list is your secondary focus.",Category:Which of the following best describes the primary programmatic focus of your organization?,Code:Which of the following best describes the primary programmatic focus of your organization?,Category:Which of the following best describes a secondary programmatic focus of your organization?,Code:Which of the following best describes a secondary programmatic focus of your organization?,Approximately how large is your organization’s annual operating budget?,How many paid staff work across your entire organization?,Which of the following best describes the process at your organization for evaluating and acquiring new IT products and services?,NTEE_Primary,NTEE_Secondary
1,2024-07-25 9:36,2024-07-25 9:38,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G: Voluntary Health Associations & Medical Disciplines,,,,,,
2,2024-07-25 9:41,2024-07-25 9:46,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-25 9:46,2024-07-25 9:47,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-25 9:47,2024-07-25 9:47,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-25 9:48,2024-07-25 9:49,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-25 9:49,2024-07-25 9:51,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-25 9:54,2024-07-25 9:55,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,Yes,,,,,,,,,,Other - Write In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-25 9:56,2024-07-25 9:56,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-08 9:20,2024-08-08 9:23,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-08 9:26,2024-08-08 9:26,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-21 10:11,2024-08-21 10:11,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-10-17 14:00,2024-10-17 14:00,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,Museum,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-10-17 14:02,2024-10-17 14:03,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,Museum,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-10-17 14:03,2024-10-17 14:03,Disqualified,English,https://survey.alchemer.com/collab/7944023/fd0818aa16d8,Canada,,,,,,Museum,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
